,0,1,2,3,4
33,[8 2 1 1 0 0 0 0 0 3 5 4 0 0 0 4 0 0 11 0 0 0 0 0 0],[ 1  1  0  1  0 10],0.1,[8 3 1 1 5 0 0 0 0 3 0 4 0 0 0 4 0 0 11 0 0 0 0 0 0],False
34,[8 3 1 1 5 0 0 0 0 3 0 4 0 0 0 4 0 0 11 0 0 0 0 0 0],"tf.Tensor([ 1.6108184   0.74435973 -0.91484386 -0.3719816  -0.9544322   5.        ], shape=(6,), dtype=float32)",0.0,[9 1 0 0 0 0 0 1 1 4 2 6 0 0 0 4 0 0 11 0 0 0 0 0 0],False
35,[9 1 0 0 0 0 0 1 1 4 2 6 0 0 0 4 0 0 11 0 0 0 0 0 0],"tf.Tensor([ 1.8998481   0.65700155 -1.0399718  -0.39778093 -0.6151686   5.        ], shape=(6,), dtype=float32)",0.1,[9 2 6 0 0 0 0 0 5 6 1 4 0 0 0 4 0 0 11 0 0 0 0 0 0],False
36,[9 2 6 0 0 0 0 0 5 6 1 4 0 0 0 4 0 0 11 0 0 0 0 0 0],"tf.Tensor([ 2.6811864   0.9356266  -0.05911325 -0.6069232  -0.956725    5.        ], shape=(6,), dtype=float32)",0.1,[9 3 6 5 0 0 0 0 0 4 5 2 0 0 0 4 0 0 11 0 0 0 0 0 0],False
37,[9 3 6 5 0 0 0 0 0 4 5 2 0 0 0 4 0 0 11 0 0 0 0 0 0],"tf.Tensor([ 2.8145864   0.5043708  -0.24078314 -0.6065045  -0.7112911   5.        ], shape=(6,), dtype=float32)",12.0,[10 1 0 0 0 0 0 6 1 5 5 3 0 0 0 4 0 6 11 0 0 0 0 0 0],False
38,[10 1 0 0 0 0 0 6 1 5 5 3 0 0 0 4 0 6 11 0 0 0 0 0 0],"tf.Tensor([ 2.3650527   1.299495    0.11011834 -0.3531001  -0.86217105  5.        ], shape=(6,), dtype=float32)",0.2,[10 2 1 1 0 0 0 0 0 6 4 5 0 0 0 4 0 6 11 0 0 0 0 0 0],False
39,[10 2 1 1 0 0 0 0 0 6 4 5 0 0 0 4 0 6 11 0 0 0 0 0 0],[ 0  0  1  1  0 11],0.2,[10 3 1 1 6 4 0 0 0 0 0 2 0 0 0 4 0 6 11 0 0 0 0 0 0],False
40,[10 3 1 1 6 4 0 0 0 0 0 2 0 0 0 4 0 6 11 0 0 0 0 0 0],[0 1 0 1 1 9],0.0,[11 1 0 0 0 0 0 1 1 1 5 2 0 0 0 4 0 6 11 0 0 0 0 0 0],False
41,[11 1 0 0 0 0 0 1 1 1 5 2 0 0 0 4 0 6 11 0 0 0 0 0 0],"tf.Tensor([ 2.1184444   0.28313804 -0.03175845 -0.6932438  -0.7236317   5.        ], shape=(6,), dtype=float32)",0.1,[11 2 3 0 0 0 0 0 3 5 3 6 0 0 0 4 0 6 11 0 0 0 0 0 0],False
42,[11 2 3 0 0 0 0 0 3 5 3 6 0 0 0 4 0 6 11 0 0 0 0 0 0],"tf.Tensor([ 2.8057525   0.6989664   0.1440673  -0.42728373 -0.5978495   5.        ], shape=(6,), dtype=float32)",0.0,[11 3 3 0 0 0 0 0 6 5 3 3 0 0 0 4 0 6 11 0 0 0 0 0 0],False
43,[11 3 3 0 0 0 0 0 6 5 3 3 0 0 0 4 0 6 11 0 0 0 0 0 0],[0 1 0 0 1 7],0.0,[12 1 0 0 0 0 0 3 4 3 1 3 0 0 0 4 0 6 11 0 0 0 0 0 0],False
44,[12 1 0 0 0 0 0 3 4 3 1 3 0 0 0 4 0 6 11 0 0 0 0 0 0],"tf.Tensor([ 1.8741449   1.2321377   0.31053385 -0.34312275 -0.8552662   5.        ], shape=(6,), dtype=float32)",0.2,[12 2 2 5 0 0 0 0 0 5 1 5 0 0 0 4 0 6 11 0 0 0 0 0 0],False
45,[12 2 2 5 0 0 0 0 0 5 1 5 0 0 0 4 0 6 11 0 0 0 0 0 0],[0 1 1 1 1 7],0.30000000000000004,[12 3 2 5 5 1 5 0 0 0 0 0 0 0 0 4 0 6 11 0 0 0 0 0 0],False
46,[12 3 2 5 5 1 5 0 0 0 0 0 0 0 0 4 0 6 11 0 0 0 0 0 0],[1 0 0 1 1 9],0.0,[13 1 0 0 0 0 0 2 5 4 6 4 0 0 0 4 0 6 11 0 0 0 0 0 0],False
47,[13 1 0 0 0 0 0 2 5 4 6 4 0 0 0 4 0 6 11 0 0 0 0 0 0],[0 0 1 0 0 3],0.1,[13 2 6 0 0 0 0 1 3 0 1 3 0 0 0 4 0 6 11 0 0 0 0 0 0],False
48,[13 2 6 0 0 0 0 1 3 0 1 3 0 0 0 4 0 6 11 0 0 0 0 0 0],"tf.Tensor([ 2.1567724   0.64351904 -0.07574617 -0.41061154 -0.7764373   5.        ], shape=(6,), dtype=float32)",0.1,[13 3 6 1 0 0 0 0 4 0 1 3 0 0 0 4 0 6 11 0 0 0 0 0 0],False
49,[13 3 6 1 0 0 0 0 4 0 1 3 0 0 0 4 0 6 11 0 0 0 0 0 0],"tf.Tensor([ 2.2086444   0.7376909   0.03462372 -0.3617046  -0.8760797   5.        ], shape=(6,), dtype=float32)",0.0,[14 1 0 0 0 0 0 1 2 6 6 4 0 0 0 4 0 6 11 0 0 0 0 0 0],True
50,[1 1 0 0 0 0 0 2 1 6 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 3],0.5,[1 2 2 1 6 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
51,[1 2 2 1 6 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.73261136  0.44225934 -0.4617364  -0.27147985 -0.3710985   6.        ], shape=(6,), dtype=float32)",0.0,[1 3 2 1 6 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
52,[1 3 2 1 6 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 1 1 1 0],2.0,[2 1 0 0 0 0 0 2 1 6 1 5 2 0 0 0 0 0 0 0 0 0 0 0 0],False
53,[2 1 0 0 0 0 0 2 1 6 1 5 2 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.7280395  0.162099  -0.4005199 -0.3556878 -0.077352   5.       ], shape=(6,), dtype=float32)",0.0,[2 2 0 0 0 0 0 1 3 6 3 3 2 0 0 0 0 0 0 0 0 0 0 0 0],False
54,[2 2 0 0 0 0 0 1 3 6 3 3 2 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 1 1 0 4],0.2,[2 3 6 3 0 0 0 2 2 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0],False
55,[2 3 6 3 0 0 0 2 2 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.0248346   0.64378846  0.7986586   0.2193573  -0.571192    6.        ], shape=(6,), dtype=float32)",0.0,[3 1 0 0 0 0 0 4 3 6 3 1 2 0 0 0 0 0 0 0 0 0 0 0 0],False
56,[3 1 0 0 0 0 0 4 3 6 3 1 2 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.78600985  0.15037668 -0.18518022 -0.5195412  -0.15593709  5.        ], shape=(6,), dtype=float32)",0.0,[3 2 0 0 0 0 0 5 1 1 5 5 2 0 0 0 0 0 0 0 0 0 0 0 0],False
57,[3 2 0 0 0 0 0 5 1 1 5 5 2 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 1 0 1],0.2,[3 3 1 5 0 0 0 1 0 1 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0],False
58,[3 3 1 5 0 0 0 1 0 1 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0],[ 0  0  1  1  0 11],0.0,[4 1 0 0 0 0 0 6 2 1 6 2 2 0 0 0 0 0 0 0 0 0 0 0 0],False
59,[4 1 0 0 0 0 0 6 2 1 6 2 2 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.3194871  -0.00354876  0.04971006 -0.25276062 -0.453645    3.        ], shape=(6,), dtype=float32)",0.1,[4 2 4 0 0 0 0 0 5 3 4 1 2 0 0 0 0 0 0 0 0 0 0 0 0],False
60,[4 2 4 0 0 0 0 0 5 3 4 1 2 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.1810689   0.16961516 -0.03086747 -0.35636753 -0.55993336  3.        ], shape=(6,), dtype=float32)",0.0,[4 3 4 0 0 0 0 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0],False
61,[4 3 4 0 0 0 0 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.9070227   0.20377244 -0.09046449 -0.24619348 -0.40198258  6.        ], shape=(6,), dtype=float32)",0.0,[5 1 0 0 0 0 0 4 4 4 3 4 2 0 0 0 0 0 0 0 0 0 0 0 0],False
62,[5 1 0 0 0 0 0 4 4 4 3 4 2 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.0867796  -0.26860636 -0.3031633  -0.6249751  -0.12066506  3.        ], shape=(6,), dtype=float32)",0.1,[5 2 5 0 0 0 0 0 6 6 5 6 2 0 0 0 0 0 0 0 0 0 0 0 0],False
63,[5 2 5 0 0 0 0 0 6 6 5 6 2 0 0 0 0 0 0 0 0 0 0 0 0],[ 1  1  0  1  0 12],0.2,[5 3 5 6 5 0 0 0 0 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0],False
64,[5 3 5 6 5 0 0 0 0 2 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.2295692   0.15273128 -0.6434586  -0.32473338 -0.46819767  6.        ], shape=(6,), dtype=float32)",0.0,[6 1 0 0 0 0 0 5 1 1 3 5 2 0 0 0 0 0 0 0 0 0 0 0 0],False
65,[6 1 0 0 0 0 0 5 1 1 3 5 2 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 8],0.5,[6 2 2 2 4 2 6 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],False
66,[6 2 2 2 4 2 6 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 1 0 1 3],0.0,[6 3 2 2 4 2 6 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],False
67,[6 3 2 2 4 2 6 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.6138685   0.20634653 -0.59225523 -0.41441423 -0.32755932  6.        ], shape=(6,), dtype=float32)",32.0,[7 1 0 0 0 0 0 2 2 4 2 6 2 0 0 0 0 0 16 0 0 0 0 0 0],False
68,[7 1 0 0 0 0 0 2 2 4 2 6 2 0 0 0 0 0 16 0 0 0 0 0 0],"tf.Tensor([ 2.1450422   1.4087158  -0.8657284  -0.43035042 -1.3188725   5.        ], shape=(6,), dtype=float32)",0.2,[7 2 3 1 0 0 0 0 0 3 6 1 2 0 0 0 0 0 16 0 0 0 0 0 0],False
69,[7 2 3 1 0 0 0 0 0 3 6 1 2 0 0 0 0 0 16 0 0 0 0 0 0],[1 0 1 0 1 0],0.2,[7 3 3 1 3 1 0 0 0 0 3 0 2 0 0 0 0 0 16 0 0 0 0 0 0],False
70,[7 3 3 1 3 1 0 0 0 0 3 0 2 0 0 0 0 0 16 0 0 0 0 0 0],"tf.Tensor([ 2.5211747   0.6169367  -0.648601   -0.56533384 -1.3594421   5.        ], shape=(6,), dtype=float32)",0.0,[8 1 0 0 0 0 0 3 1 6 4 6 2 0 0 0 0 0 16 0 0 0 0 0 0],False
71,[8 1 0 0 0 0 0 3 1 6 4 6 2 0 0 0 0 0 16 0 0 0 0 0 0],[1 0 0 0 1 4],0.2,[8 2 1 5 0 0 0 0 3 4 2 0 2 0 0 0 0 0 16 0 0 0 0 0 0],False
72,[8 2 1 5 0 0 0 0 3 4 2 0 2 0 0 0 0 0 16 0 0 0 0 0 0],[1 1 1 0 1 4],0.2,[8 3 1 5 3 4 0 0 0 0 5 0 2 0 0 0 0 0 16 0 0 0 0 0 0],False
73,[8 3 1 5 3 4 0 0 0 0 5 0 2 0 0 0 0 0 16 0 0 0 0 0 0],"tf.Tensor([ 2.556023    0.27424893 -0.16038974 -0.9394497  -1.3801023   3.        ], shape=(6,), dtype=float32)",8.0,[9 1 0 0 0 0 0 1 6 2 2 5 2 0 0 4 0 0 16 0 0 0 0 0 0],False
74,[9 1 0 0 0 0 0 1 6 2 2 5 2 0 0 4 0 0 16 0 0 0 0 0 0],[1 0 1 1 1 3],0.4,[9 2 3 1 3 1 0 0 3 0 0 0 2 0 0 4 0 0 16 0 0 0 0 0 0],False
75,[9 2 3 1 3 1 0 0 3 0 0 0 2 0 0 4 0 0 16 0 0 0 0 0 0],[1 1 0 1 1 7],0.1,[9 3 3 1 3 1 3 0 0 0 0 0 2 0 0 4 0 0 16 0 0 0 0 0 0],False
76,[9 3 3 1 3 1 3 0 0 0 0 0 2 0 0 4 0 0 16 0 0 0 0 0 0],"tf.Tensor([ 2.0852602   0.8274561  -0.44430715 -0.40950108 -1.3072412   5.        ], shape=(6,), dtype=float32)",0.0,[10 1 0 0 0 0 0 3 6 1 3 1 2 0 0 4 0 0 16 0 0 0 0 0 0],False
77,[10 1 0 0 0 0 0 3 6 1 3 1 2 0 0 4 0 0 16 0 0 0 0 0 0],[ 0  0  0  1  1 12],0.2,[10 2 6 6 0 0 0 2 4 2 0 0 2 0 0 4 0 0 16 0 0 0 0 0 0],False
78,[10 2 6 6 0 0 0 2 4 2 0 0 2 0 0 4 0 0 16 0 0 0 0 0 0],[1 1 0 0 1 9],0.2,[10 3 6 6 2 4 0 0 0 5 0 0 2 0 0 4 0 0 16 0 0 0 0 0 0],False
79,[10 3 6 6 2 4 0 0 0 5 0 0 2 0 0 4 0 0 16 0 0 0 0 0 0],"tf.Tensor([ 3.1228645   1.4874823   0.8684642  -0.22151719 -1.2108319   5.        ], shape=(6,), dtype=float32)",24.0,[11 1 0 0 0 0 0 5 2 2 6 6 2 0 0 4 0 12 16 0 0 0 0 0 0],False
80,[11 1 0 0 0 0 0 5 2 2 6 6 2 0 0 4 0 12 16 0 0 0 0 0 0],"tf.Tensor([ 2.926346    1.5085026   1.0159638  -0.45779532 -1.1172298   5.        ], shape=(6,), dtype=float32)",0.30000000000000004,[11 2 2 4 1 0 0 0 0 0 5 1 2 0 0 4 0 12 16 0 0 0 0 0 0],False
81,[11 2 2 4 1 0 0 0 0 0 5 1 2 0 0 4 0 12 16 0 0 0 0 0 0],"tf.Tensor([ 2.6229863  0.6257999  0.8464546 -0.9884172 -1.7016896  5.       ], shape=(6,), dtype=float32)",0.0,[11 3 2 4 1 0 0 0 0 0 1 4 2 0 0 4 0 12 16 0 0 0 0 0 0],False
82,[11 3 2 4 1 0 0 0 0 0 1 4 2 0 0 4 0 12 16 0 0 0 0 0 0],"tf.Tensor([ 2.25085     1.5834279   1.1508405  -0.20620953 -1.3435917   5.        ], shape=(6,), dtype=float32)",-24.0,[12 1 0 0 0 0 0 2 4 1 1 4 2 0 0 4 0 0 16 0 0 0 0 0 0],False
83,[12 1 0 0 0 0 0 2 4 1 1 4 2 0 0 4 0 0 16 0 0 0 0 0 0],"tf.Tensor([ 2.098653   1.0009732 -1.06038   -0.3089848 -1.1020317  5.       ], shape=(6,), dtype=float32)",0.2,[12 2 2 5 0 0 0 0 0 1 6 1 2 0 0 4 0 0 16 0 0 0 0 0 0],False
84,[12 2 2 5 0 0 0 0 0 1 6 1 2 0 0 4 0 0 16 0 0 0 0 0 0],"tf.Tensor([ 2.7720296   0.08047775 -0.49417672 -0.9296064  -0.9413262   5.        ], shape=(6,), dtype=float32)",0.0,[12 3 2 5 0 0 0 0 0 5 1 3 2 0 0 4 0 0 16 0 0 0 0 0 0],False
85,[12 3 2 5 0 0 0 0 0 5 1 3 2 0 0 4 0 0 16 0 0 0 0 0 0],"tf.Tensor(
[ 3.0398972e+00  7.4469018e-01  4.5272587e-03 -5.1988488e-01
 -8.5964286e-01  5.0000000e+00], shape=(6,), dtype=float32)",0.0,[13 1 0 0 0 0 0 2 5 4 5 3 2 0 0 4 0 0 16 0 0 0 0 0 0],False
86,[13 1 0 0 0 0 0 2 5 4 5 3 2 0 0 4 0 0 16 0 0 0 0 0 0],[ 1  0  0  0  0 11],0.1,[13 2 2 0 0 0 0 0 3 4 4 5 2 0 0 4 0 0 16 0 0 0 0 0 0],False
87,[13 2 2 0 0 0 0 0 3 4 4 5 2 0 0 4 0 0 16 0 0 0 0 0 0],"tf.Tensor([ 2.945346    0.5023984  -0.76638407 -0.79668194 -0.93199444  5.        ], shape=(6,), dtype=float32)",0.0,[13 3 2 0 0 0 0 0 6 3 4 3 2 0 0 4 0 0 16 0 0 0 0 0 0],False
88,[13 3 2 0 0 0 0 0 6 3 4 3 2 0 0 4 0 0 16 0 0 0 0 0 0],[0 1 0 0 1 2],6.0,[14 1 0 0 0 0 0 2 4 4 1 6 2 0 3 4 0 0 16 0 0 0 0 0 0],True
89,[1 1 0 0 0 0 0 3 1 4 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.7655621   0.28383544 -0.09481131 -0.11724945 -0.10074209  5.        ], shape=(6,), dtype=float32)",0.0,[1 2 0 0 0 0 0 6 5 3 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0],False
90,[1 2 0 0 0 0 0 6 5 3 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.3239878  -0.11715513  0.06966354 -0.35806745 -0.5578574   3.        ], shape=(6,), dtype=float32)",0.1,[1 3 6 0 0 0 0 0 5 6 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0],False
91,[1 3 6 0 0 0 0 0 5 6 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 1 1 1 7],0.0,[2 1 0 0 0 0 0 3 1 4 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0],False
